sampled;knownPopulation;FAM01_DFAGA;FAM01_DFAGAb;FAM03_022206;FAM03_022206b;FAM06_84596;FAM06_84596b;NED07_DCRW4;NED07_DCRW4b;NED08_033740;NED08_033740b;NED09_ESGND;NED09_ESGNDb;VIC12_DMX65;VIC12_DMX65b;VIC13_015521;VIC13_015521b;VIC14_127300;VIC14_127300b;PET15_DLXB1;PET15_DLXB1b;PET16_064797;PET16_064797b;PET17_58859;PET17_58859b
004_JP_End_443C_P10;2;93;93;169;169;257;257;97;97;135;135;154;163;108;128;187;187;231;231;136;136;209;209;244;244
005_JP_End_443D_P10;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
006_JP_End_444A_P10;2;91;93;169;169;259;261;95;97;135;135;154;161;0;0;187;197;231;246;140;140;207;213;236;244
007_JP_End_444B_P10;2;91;93;169;169;259;261;95;97;135;135;154;161;0;0;187;197;231;246;140;140;207;213;236;244
008_JP_End_445A_P10;2;91;93;169;169;259;261;95;97;135;135;154;161;128;142;171;197;246;246;140;140;209;213;236;244
009_JP_End_446A_P10;2;91;93;169;169;261;277;95;99;135;135;154;163;128;142;171;197;231;257;136;140;209;213;238;244
010_JP_End_447A_P10;2;93;93;169;169;245;261;95;95;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;244
011_JP_End_447B_P10;2;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;244
012_JP_End_447C_P10;2;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;244
013_JP_End_447D_P10;2;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;171;231;246;138;140;207;213;236;244
014_JP_End_448A_P10;2;93;95;169;169;259;271;95;97;135;135;154;161;108;108;187;197;231;246;140;140;207;213;238;244
015_JP_End_449A_P10;2;91;91;169;169;257;259;95;95;135;135;154;161;108;128;187;197;236;246;136;140;209;209;236;246
016_JP_End_450A_P10;2;91;93;169;169;259;259;95;99;135;135;154;154;128;144;187;187;246;246;140;140;213;213;236;244
017_JP_End_451A_P10;2;91;93;169;169;259;283;95;97;135;135;154;154;126;128;187;187;231;246;136;140;205;209;236;238
018_JP_End_452A_P10;2;95;95;169;169;259;271;95;97;133;135;154;161;128;144;171;185;231;231;136;140;209;209;238;238
019_JP_End_453A_P10;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;197;231;236;136;140;203;209;238;244
020_JP_End_453B_P10;2;93;93;169;171;257;271;95;95;135;135;154;163;108;128;187;187;231;246;136;140;203;209;236;244
021_JP_End_453C_P10;2;93;93;169;171;257;271;95;99;135;135;154;163;108;128;187;187;231;246;136;140;203;209;236;244
022_JP_End_453D_P10;2;93;93;169;171;257;271;95;95;135;135;154;163;108;128;187;187;231;246;136;140;203;209;236;244
023_JP_End_453E_P10;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;197;231;246;136;140;203;209;238;244
024_JP_End_453F_P10;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
025_JP_End_453G_P10;2;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;197;231;236;136;140;203;209;238;238
026_JP_End_454A_P10;2;93;93;169;169;259;259;95;95;133;133;154;161;128;144;197;197;231;231;136;140;209;213;236;238
027_JP_End_454B_P10;2;93;93;169;169;259;259;95;97;133;133;154;161;128;144;197;197;231;231;136;140;209;213;236;238
028_JP_End_455A_P10;2;91;91;169;169;257;263;97;97;133;135;154;163;108;108;185;187;227;227;140;140;199;209;236;244
029_JP_End_456A_P10;2;91;91;169;169;257;265;97;97;133;135;154;163;108;108;185;187;227;234;140;140;199;209;236;244
030_JP_End_456B_P10;2;91;91;169;169;257;263;97;97;133;135;154;163;108;108;185;187;227;234;140;140;199;209;236;244
031_JP_End_456C_P10;2;91;91;169;169;257;263;97;97;133;135;154;163;108;108;185;187;227;234;140;140;199;209;236;242
032_JP_End_457A_P10;2;91;93;169;169;259;277;95;97;133;135;161;161;108;108;171;197;231;246;136;140;209;209;236;238
033_JP_End_458A_P10;2;95;95;169;169;271;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;209;213;236;244
034_JP_End_458B_P10;2;95;95;169;169;271;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;209;213;236;244
035_JP_End_458C_P10;2;95;95;169;169;271;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;209;213;236;244
036_JP_End_458D_P10;2;95;95;169;169;271;271;95;97;133;133;154;156;122;128;187;197;231;246;136;140;209;213;236;244
037_JP_End_459A_P10;2;93;95;169;169;257;271;95;97;133;135;154;154;108;128;187;197;0;0;136;140;209;213;238;238
038_JP_End_459B_P10;2;93;95;169;169;257;271;95;95;133;135;154;154;108;128;187;197;0;0;136;136;209;213;244;244
039_JP_End_460A_P10;2;91;95;169;169;259;271;97;99;133;135;161;161;108;122;171;197;236;236;136;140;207;209;236;244
040_JP_End_461A_P10;2;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
041_JP_End_461B_P10;2;93;93;169;171;259;271;95;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
042_JP_End_461C_P10;2;93;93;169;171;259;271;95;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
043_JP_End_462A_P10;2;91;95;169;169;245;259;97;97;135;135;154;161;0;0;187;189;231;246;136;140;209;213;238;246
044_JP_End_462B_P10;2;91;95;169;169;245;259;97;97;135;135;154;161;0;0;187;195;246;246;140;140;209;209;238;246
045_JP_End_463A_P10;2;95;95;169;169;259;271;97;97;133;135;154;161;128;144;0;0;231;246;136;140;209;209;238;244
046_JP_End_463B_P10;2;91;93;169;169;259;277;97;99;133;135;154;161;128;128;187;187;231;246;140;140;209;213;238;246
047_JP_End_463C_P10;2;93;93;169;169;259;259;95;97;133;133;154;161;128;144;0;0;231;231;136;140;209;213;238;246
048_JP_End_464A_P10;2;91;95;169;169;259;271;95;95;133;135;161;163;128;128;187;197;246;246;136;138;209;209;236;236
049_JP_End_464B_P10;2;91;95;169;169;259;261;95;97;133;135;161;163;128;128;187;197;246;246;136;138;209;209;236;236
050_JP_End_465A_P10;2;93;93;169;169;259;283;95;95;135;135;154;163;108;122;187;187;231;236;136;140;207;209;244;244
051_JP_End_465B_P10;2;93;93;169;169;259;283;95;95;135;135;154;163;108;122;187;187;231;236;136;140;207;209;244;244
052_JP_End_465C_P10;2;93;93;169;169;259;283;95;95;135;135;154;163;108;122;187;187;231;246;136;140;207;209;244;244
053_JP_End_465D_P10;2;93;93;169;169;259;283;95;95;135;135;154;163;108;122;187;187;231;246;136;140;207;209;244;244
054_JP_End_465E_P10;2;93;93;169;169;259;283;95;95;135;135;154;163;108;122;187;187;231;246;136;140;207;209;244;244
055_JP_End_466A_P10;2;93;93;169;171;257;283;95;97;135;135;154;163;108;128;187;187;231;236;136;140;209;209;238;244
056_JP_End_467A_P10;2;91;95;169;169;259;271;95;95;135;135;154;161;108;128;187;197;0;0;136;140;205;209;0;0
057_JP_End_468A_P10;2;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
058_JP_End_468B_P10;2;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
059_JP_End_469A_P10;2;91;95;169;171;245;259;97;97;135;135;163;163;142;154;0;0;231;246;136;136;203;209;236;244
060_JP_End_470A_P10;2;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;236;246;136;140;209;209;236;246
061_JP_End_470B_P10;2;91;91;169;169;245;257;95;97;135;135;154;161;122;128;187;197;246;246;136;140;209;209;236;246
062_JP_End_471A_P10;2;93;93;169;171;259;283;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
063_JP_End_472A_P10;2;91;91;169;169;259;259;97;97;133;135;161;163;128;156;187;187;246;246;136;138;207;209;236;236
064_JP_End_472B_P10;2;91;91;169;169;259;259;97;97;133;135;161;163;128;156;187;187;246;246;136;136;209;209;236;236
065_JP_End_473A_P10;2;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;246;246;136;140;209;209;236;246
066_JP_End_474A_P10;2;93;93;169;171;259;259;95;99;133;135;154;161;122;128;187;187;231;246;140;140;205;209;238;244
067_JP_End_475A_P10;2;95;95;169;169;259;283;97;97;133;133;154;154;122;128;187;197;246;246;136;136;207;209;238;238
068_JP_End_476A_P10;2;91;95;169;177;245;259;95;95;135;135;154;154;108;122;171;197;0;0;136;140;209;209;236;238
069_JP_End_476B_P10;2;91;95;169;177;245;259;95;95;135;135;154;154;108;122;171;197;0;0;136;140;209;209;236;238
070_JP_End_477A_P10;2;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;236;246;136;140;209;209;236;246
071_JP_End_477B_P10;2;91;91;169;169;261;283;95;95;135;135;154;161;108;128;187;197;236;246;136;140;209;209;236;246
072_JP_End_478A_P10;2;91;95;169;169;245;261;95;99;135;135;161;161;108;122;0;0;231;236;136;140;209;209;236;246
073_JP_End_478B_P10;2;91;95;169;169;0;0;95;99;135;135;161;161;108;122;0;0;231;236;136;140;207;209;236;236
074_JP_End_478C_P10;3;91;95;169;169;0;0;95;99;135;135;161;161;108;122;0;0;231;236;136;140;207;209;236;236
075_JP_End_479A_P10;3;91;93;169;171;259;259;97;97;133;133;161;163;108;122;199;199;231;236;140;140;207;213;236;244
076_JP_End_480A_P10;3;95;95;169;171;245;261;97;97;135;135;161;161;108;139;171;187;231;231;138;138;209;213;236;238
077_JP_End_480B_P10;3;95;95;169;171;259;265;97;97;133;135;154;161;108;128;171;187;231;246;138;140;209;209;236;236
078_JP_End_480C_P10;3;95;95;169;171;261;265;97;97;135;135;161;161;108;139;171;187;231;246;138;140;209;213;236;238
079_JP_End_481A_P10;3;93;95;169;171;259;265;95;97;135;135;154;161;108;154;171;187;231;246;138;140;209;213;236;244
080_JP_End_481B_P10;3;93;95;169;169;259;271;95;95;135;135;154;161;108;156;171;187;231;231;136;138;209;213;236;244
081_JP_End_489A_P10;3;95;95;169;169;265;265;97;97;135;135;161;161;108;108;187;187;231;231;140;140;209;209;236;236
082_JP_End_490A_P10;3;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
083_JP_End_490B_P10;3;93;95;169;171;259;265;95;97;135;135;154;163;128;133;187;197;246;246;136;140;209;213;236;238
084_JP_End_490C_P10;3;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
085_JP_End_491A_P10;3;95;95;169;169;259;273;97;97;133;133;161;161;122;128;171;187;231;246;138;140;209;209;236;238
086_JP_End_492A_P10;3;91;91;169;169;259;261;95;97;135;135;154;161;128;139;185;199;236;236;136;138;209;209;236;236
087_JP_End_493A_P10;3;91;95;169;169;236;273;97;97;135;135;154;161;128;128;0;0;246;246;136;136;209;209;236;236
088_JP_End_494A_P10;3;91;95;169;169;259;259;97;97;135;135;161;163;122;133;187;195;231;246;136;136;209;213;238;244
089_JP_End_494B_P10;3;91;95;169;169;259;259;97;97;135;135;161;163;122;133;187;195;231;246;136;136;209;213;238;244
090_JP_End_495A_P10;3;91;95;169;169;265;271;95;97;135;135;154;154;156;156;187;197;231;246;140;140;207;209;236;236
091_JP_End_496A_P10;3;91;95;169;171;259;277;97;97;135;135;154;163;108;108;197;197;227;246;140;140;213;213;236;238
092_JP_End_497A_P10;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;236
093_JP_End_498A_P10;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;238
094_JP_End_498B_P10;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;238
001_JP_End_498C_P11;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;238
002_JP_End_498D_P11;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;238
003_JP_End_499A_P11;3;93;95;169;169;245;265;97;97;0;0;161;161;122;133;171;187;246;246;136;140;209;209;236;238
004_JP_End_500A_P11;3;93;95;169;169;245;245;95;97;0;0;161;161;122;133;187;187;246;246;136;140;209;209;236;236
005_JP_End_501A_P11;3;95;95;169;171;259;259;97;97;133;135;154;163;128;139;171;187;231;246;138;140;205;213;238;244
006_JP_End_502A_P11;3;91;95;169;169;245;259;95;97;135;135;154;161;124;128;191;193;231;231;136;138;213;213;236;244
007_JP_End_503A_P11;3;91;91;169;179;245;245;97;97;135;135;154;154;108;128;197;197;231;236;140;140;209;209;236;236
008_JP_End_504A_P11;3;93;93;169;169;271;271;95;97;0;0;154;154;108;144;187;187;246;246;136;140;209;213;236;236
009_JP_End_504B_P11;3;93;95;169;169;0;0;95;97;0;0;154;154;108;144;171;187;246;246;136;140;209;213;236;244
010_JP_End_505A_P11;3;93;95;169;169;245;245;97;97;133;133;154;161;122;133;171;187;246;246;136;140;209;213;238;238
011_JP_End_506A_P11;3;93;93;169;185;259;271;95;97;133;135;163;163;128;144;171;187;231;231;136;136;213;213;238;238
012_JP_End_506B_P11;3;93;93;169;185;259;271;95;97;133;135;163;163;128;144;171;187;231;231;136;140;205;213;236;238
013_JP_End_507A_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
014_JP_End_507B_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
015_JP_End_507C_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
016_JP_End_508A_P11;3;93;95;169;169;245;271;97;99;133;135;161;161;108;122;187;197;227;231;136;140;205;213;238;246
017_JP_End_509A_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
018_JP_End_509B_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
019_JP_End_509C_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
020_JP_End_510A_P11;3;93;95;169;169;245;271;97;99;133;135;161;161;108;122;187;197;227;231;136;140;205;213;238;246
021_JP_End_511A_P11;3;91;95;169;169;245;259;97;99;135;135;154;163;126;147;187;197;231;246;136;136;207;213;236;244
022_JP_End_511B_P11;3;91;95;169;169;245;259;97;97;135;135;154;154;128;147;187;187;231;246;136;136;209;213;236;238
023_JP_End_511C_P11;3;91;91;169;169;245;259;97;99;135;135;154;154;128;147;187;197;231;246;136;140;209;213;238;238
024_JP_End_511D_P11;3;91;91;169;169;245;259;97;99;135;135;154;154;128;147;187;197;231;246;136;140;209;213;238;238
025_JP_End_512A_P11;3;93;95;169;169;259;271;97;97;133;133;154;154;108;144;187;187;231;246;136;140;209;213;238;238
026_JP_End_512B_P11;3;93;93;169;169;259;271;95;95;133;133;154;154;108;144;187;187;231;246;136;140;209;213;238;238
027_JP_End_513A_P11;3;95;95;169;169;259;259;97;99;135;135;154;161;122;122;195;195;231;246;136;140;209;209;238;238
028_JP_End_513B_P11;3;95;95;169;169;259;259;97;99;135;135;154;161;122;122;195;195;231;246;136;140;209;209;236;238
029_JP_End_513C_P11;3;95;95;169;169;259;259;97;99;135;135;154;161;122;122;195;195;231;246;136;140;209;209;236;238
030_JP_End_513D_P11;3;95;95;169;169;259;259;95;95;135;135;154;161;108;108;187;187;231;231;136;140;213;213;236;238
031_JP_End_514A_P11;3;93;93;169;169;259;271;97;99;135;135;154;161;108;139;187;197;231;246;136;136;207;213;236;238
032_JP_End_515A_P11;3;91;95;169;171;259;271;95;97;0;0;154;161;108;122;187;197;231;246;136;136;209;213;238;238
033_JP_End_516A_P11;3;93;95;169;169;259;271;95;95;0;0;154;161;122;128;0;0;231;246;136;140;209;213;238;238
034_JP_End_517A_P11;3;95;95;169;169;259;259;97;97;135;135;154;154;122;128;171;195;231;231;136;140;209;213;236;244
035_JP_End_517B_P11;3;95;95;169;169;259;259;97;97;135;135;154;154;122;128;171;195;231;231;136;140;209;213;236;244
036_JP_End_517C_P11;3;95;95;169;169;259;259;97;97;135;135;154;154;122;128;171;195;231;231;136;140;209;213;236;244
037_JP_End_517D_P11;3;93;95;169;179;245;259;95;97;133;135;161;161;122;139;187;187;244;246;136;138;209;213;238;238
038_JP_End_518A_P11;3;93;93;169;169;259;271;95;97;135;135;154;163;144;156;171;171;227;231;136;138;209;209;238;244
039_JP_End_518B_P11;3;93;93;169;169;259;271;95;97;135;135;154;163;144;156;171;171;227;231;136;138;209;209;238;244
040_JP_End_518C_P11;3;93;93;169;169;259;271;95;97;135;135;154;163;144;156;171;199;227;231;136;136;209;209;236;238
041_JP_End_519A_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;231;136;136;209;209;238;244
042_JP_End_519B_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;231;136;136;209;209;238;244
043_JP_End_520A_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;246;136;136;209;209;238;244
044_JP_End_521A_P11;3;91;93;169;169;259;271;95;97;135;135;161;161;108;144;197;197;231;236;136;140;213;213;236;238
045_JP_End_521B_P11;3;91;93;169;169;259;271;95;97;135;135;161;161;108;144;197;197;231;236;136;140;213;213;236;238
046_JP_End_521C_P11;3;91;93;169;169;259;271;95;97;135;135;161;161;108;144;197;197;231;236;136;140;213;213;236;238
047_JP_End_521D_P11;3;91;93;169;169;259;271;95;97;135;135;161;161;108;144;197;197;231;236;136;140;213;213;236;238
048_JP_End_522A_P11;3;91;93;169;169;259;271;95;97;135;135;161;161;108;144;197;197;231;236;136;140;213;213;236;238
049_JP_End_523A_P11;3;93;95;169;169;259;271;95;97;133;135;154;161;108;144;0;0;231;246;136;140;209;213;236;238
050_JP_End_524A_P11;3;93;95;169;169;259;271;95;97;0;0;154;154;108;144;187;197;246;246;136;140;209;213;236;238
051_JP_End_525A_P11;3;93;93;169;169;261;261;97;97;135;135;154;161;139;144;191;197;231;246;140;140;207;207;236;244
052_JP_End_525B_P11;3;93;93;169;169;261;261;97;97;135;135;154;161;139;144;191;197;231;246;140;140;207;207;236;244
053_JP_End_525C_P11;3;93;93;169;169;261;271;97;97;135;135;154;161;139;144;191;197;246;246;140;140;207;209;236;244
054_JP_End_525D_P11;3;93;93;169;169;261;271;97;97;135;135;154;161;139;144;191;197;246;246;140;140;207;209;236;244
055_JP_End_525E_P11;3;93;93;169;169;261;271;97;97;135;135;154;161;139;144;191;197;246;246;140;140;207;207;236;244
056_JP_End_526A_P11;3;91;91;169;169;259;259;97;99;133;135;154;161;122;128;171;187;227;246;140;140;209;213;236;246
057_JP_End_526B_P11;3;91;91;169;169;259;259;97;99;133;135;154;161;122;128;171;187;227;246;140;140;209;213;236;246
058_JP_End_526C_P11;3;91;91;169;169;259;259;97;99;133;135;154;161;122;128;171;187;227;246;140;140;209;213;236;246
059_JP_End_527A_P11;3;93;93;169;185;259;277;97;99;133;135;161;163;108;122;171;187;227;231;136;136;209;209;238;244
060_JP_End_528A_P11;3;93;95;169;169;245;271;97;99;133;135;161;161;108;122;187;197;227;231;136;140;205;213;238;246
061_JP_End_528B_P11;3;93;95;169;169;245;271;97;99;133;135;161;161;108;122;187;197;227;231;136;140;205;213;238;246
062_JP_End_529A_P11;3;91;93;169;169;259;259;95;97;0;0;161;161;122;128;191;199;231;248;138;140;207;209;238;246
063_JP_End_530A_P11;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;236
064_JP_End_531A_P11;3;93;95;169;169;259;273;95;95;133;135;154;161;108;144;187;187;246;246;136;140;209;213;236;238
065_JP_End_531B_P11;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;238;238
066_JP_End_531C_P11;3;93;95;169;169;259;273;95;95;133;135;154;161;108;144;187;187;246;246;136;140;209;213;236;238
067_JP_End_531D_P11;3;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;238;238
068_JP_End_532.01_P11;3;91;91;169;169;259;259;95;95;135;135;161;161;108;144;191;191;231;248;136;138;209;213;238;238
069_JP_End_532.02_P11;3;95;95;169;169;259;271;97;97;135;135;154;161;128;139;187;191;246;246;136;140;209;209;236;244
070_JP_End_532.03_P11;3;95;95;169;169;259;271;97;97;135;135;161;161;128;128;187;191;231;248;136;140;209;213;238;244
071_JP_End_532.04_P11;3;91;91;169;169;259;259;95;95;135;135;161;161;108;144;191;199;231;246;136;140;209;213;236;238
072_JP_End_532.05_P11;3;91;93;169;169;0;0;95;97;133;135;154;163;156;156;187;197;227;227;136;136;209;213;236;238
073_JP_End_532.06_P11;3;91;93;169;169;259;273;95;97;133;135;154;163;139;156;187;197;227;246;136;140;209;213;238;238
074_JP_End_532.07_P11;3;91;93;169;169;259;273;95;97;133;135;154;163;139;156;187;197;227;246;136;140;207;209;238;238
075_JP_End_532.08_P11;3;93;93;169;169;259;259;95;95;135;135;163;163;133;139;187;199;246;246;140;140;207;209;238;238
076_JP_End_532.09_P11;3;93;95;169;169;269;273;99;99;135;135;154;161;128;144;171;187;231;246;140;140;209;213;244;244
077_JP_End_532.10_P11;1;91;91;169;169;259;273;95;95;135;135;161;161;108;144;191;191;231;248;136;136;213;213;236;238
078_JP_End_532.11_P11;1;91;91;169;169;259;271;95;95;135;135;161;161;108;144;191;191;231;248;136;136;203;213;236;236
079_JP_End_532.12_P11;1;93;95;169;169;259;271;95;95;133;133;161;163;137;142;171;187;246;246;136;136;203;213;238;238
080_JP_End_532.13_P11;1;93;95;169;169;259;271;95;95;133;133;161;163;137;142;171;187;246;246;136;136;203;213;238;238
081_JP_End_532.14_P11;1;93;95;169;169;259;271;95;95;133;133;161;163;137;142;171;187;246;246;136;136;213;213;238;238
082_JP_End_532.15_P11;1;91;93;169;169;271;273;95;95;133;135;154;161;122;156;187;197;227;246;136;136;213;213;236;244
083_JP_End_532.16_P11;1;91;93;169;169;271;273;95;95;133;135;154;161;122;156;187;197;227;246;136;136;213;213;236;244
084_JP_End_532.17_P11;1;93;95;169;169;259;271;95;95;133;133;161;163;142;156;171;199;246;246;136;140;209;213;238;238
085_JP_End_532.18_P11;1;93;95;169;171;271;271;95;95;133;135;163;163;128;142;187;197;246;246;136;136;209;213;238;238
086_JP_End_532.19_P11;1;91;93;169;169;244;273;95;95;133;135;154;163;108;156;187;197;227;227;136;136;209;213;238;238
087_JP_End_532.20_P11;1;91;91;169;169;273;273;95;95;135;135;161;161;108;144;191;191;231;248;136;136;209;213;236;238
088_JP_End_532.21_P11;1;91;91;169;169;273;273;95;95;135;135;161;161;108;144;191;191;231;248;136;136;209;213;236;238
089_JP_End_532.22_P11;1;91;91;169;169;273;273;95;95;135;135;161;161;108;144;191;191;231;248;136;136;207;207;236;238
090_JP_End_532.23_P11;1;91;93;169;169;259;277;95;95;133;135;154;154;122;128;171;187;231;231;140;140;207;213;238;238
091_JP_End_532.24_P11;1;93;95;169;171;259;271;97;97;135;135;154;161;108;144;171;197;231;244;138;140;213;213;238;238
092_JP_End_532.25_P11;1;91;93;169;169;245;273;95;97;135;135;154;163;108;156;187;197;227;227;136;136;209;213;238;238
001_SABCOL_C002;1;91;91;169;169;245;245;97;99;135;135;161;161;128;144;187;187;246;246;138;140;213;213;236;238
002_SABCOL_C014;1;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;238
003_SABCOL_C017;1;91;91;169;171;259;273;95;97;135;135;161;161;126;126;187;187;238;246;138;140;209;213;236;236
004_SABCOL_C018;1;91;95;169;169;259;271;97;99;133;135;161;163;108;128;187;197;231;246;136;140;209;213;236;244
005_SABCOL_C024;1;91;95;169;169;259;271;95;97;133;135;159;161;108;144;191;197;231;231;136;138;209;213;236;236
006_SABCOL_C050;1;91;91;169;171;259;271;95;97;135;135;154;161;133;144;187;187;236;246;138;140;209;209;236;246
007_SABCOL_C054;1;93;93;169;169;245;273;95;97;135;135;154;163;122;128;187;191;246;246;140;140;213;213;236;238
008_SABCOL_C055;1;93;93;169;169;245;277;97;99;135;135;154;161;128;144;187;187;231;246;136;140;209;213;238;244
009_SABCOL_C056;1;95;95;169;169;259;269;95;97;135;135;154;161;108;147;187;187;236;246;136;140;209;209;236;238
010_SABCOL_C057;1;93;93;169;169;265;267;95;97;135;135;161;163;108;122;187;187;231;246;136;140;207;213;236;236
011_SABCOL_C065;1;95;95;169;171;259;259;97;97;133;135;154;163;128;139;171;187;231;246;138;140;205;213;238;244
012_SABCOL_C075;1;93;93;169;169;259;273;97;99;135;135;161;163;108;128;171;197;231;246;136;140;207;213;236;244
013_SABCOL_C083;1;93;95;169;169;259;271;97;99;135;135;161;161;128;128;187;187;231;246;138;140;209;213;236;238
014_SABCOL_C086;1;93;95;169;169;259;259;95;95;133;135;154;154;128;128;187;197;231;246;138;140;207;213;238;238
015_SABCOL_C106;1;93;95;169;169;259;283;97;99;133;135;161;161;108;128;171;197;246;246;136;140;209;213;238;238
016_SABCOL_C107;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;209;236;236
017_SABCOL_C111;1;91;91;169;169;259;259;95;99;135;135;161;161;139;147;187;197;246;246;136;140;205;209;238;244
018_SABCOL_C119;1;93;95;169;169;259;273;97;97;133;135;154;163;139;144;197;197;246;246;138;140;209;213;236;238
019_SABCOL_C121;1;91;91;169;169;259;259;97;99;135;135;161;161;108;128;171;197;231;246;138;138;213;213;238;244
020_SABCOL_C126;1;95;95;169;169;259;269;95;95;133;135;154;154;108;144;187;189;246;246;138;140;209;213;236;244
021_SABCOL_C131;1;91;93;169;169;259;271;95;97;133;135;154;161;128;144;185;187;231;246;140;140;205;205;238;244
022_SABCOL_C140;1;95;95;169;169;245;259;97;99;135;135;161;161;122;122;195;199;231;246;136;140;209;209;236;238
023_SABCOL_C141;1;91;95;169;171;259;273;95;97;133;135;163;163;108;133;171;187;246;246;136;136;207;209;236;238
024_SABCOL_C150;1;91;95;169;185;259;283;95;99;133;135;154;163;108;139;187;187;231;246;138;140;213;213;236;238
025_SABCOL_C153;1;91;93;169;171;259;259;95;99;135;135;161;161;128;144;187;199;231;246;136;140;207;213;236;244
026_SABCOL_C162;1;93;95;169;169;245;273;97;97;135;135;161;161;108;142;187;187;231;246;140;140;207;213;236;238
027_SABCOL_C165;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
028_SABCOL_C168;1;93;95;169;169;245;273;95;97;133;135;161;161;108;122;191;197;231;246;136;140;209;213;236;236
029_SABCOL_C172;1;95;95;169;169;245;273;95;97;135;135;161;163;108;144;189;197;231;238;138;138;203;207;236;238
030_SABCOL_C174;1;95;95;169;169;259;259;95;97;135;135;161;163;122;128;195;197;231;231;136;140;207;209;238;244
031_SABCOL_C176;1;95;95;169;169;259;277;97;99;135;135;154;163;108;142;171;187;231;234;136;140;205;209;238;238
032_SABCOL_C193;1;95;95;169;169;245;259;97;99;135;135;154;161;122;139;187;187;231;246;138;140;209;213;238;238
033_SABCOL_C197;1;95;95;169;169;259;269;97;99;133;133;161;161;139;144;187;197;231;246;138;138;213;213;236;236
034_SABCOL_C285;1;91;95;169;169;245;259;95;97;135;135;154;161;124;128;191;193;231;246;136;138;213;213;236;244
035_SABCOL_C316;1;93;95;169;169;259;261;97;97;135;135;154;154;128;142;187;197;246;257;136;140;207;213;238;244
036_SABOJI_O006;2;93;93;169;169;245;259;95;97;133;135;161;161;128;144;187;197;231;231;140;140;209;213;238;244
